student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_652,JAMB and WAEC,Yes,Good,Subject difficulty, ,Counseling,Positive & Negative,Inadequate preparation,I attend extra classes,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2023,246
Student_653,JAMB,Yes,Bad,Fear,1,Strict supervision,Positive & Negative,Inadequate preparation,I attend extra classes,Maths,Science,['English' 'Chemistry' 'Maths' 'Physics'],"500-1,000",2021,256
Student_654,JAMB and WAEC,Yes,Bad,Fear, ,nan,nan,External issues,I focus on weak areas,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2022,185
Student_655,JAMB and WAEC,No,nan,Subject difficulty, ,nan,Positive,Poor Time management,I review my notes daily,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],0-100,2022,220
Student_656,JAMB,Yes,Good,nan,3,Strict supervision,nan,Poor Time management,Used additional resources,History,Art,['English' 'History' 'Literature in English' 'CRS'],300-500,2020,249
Student_657,JAMB,Yes,Bad,Time management,3,Extra lesson,nan,nan,I put away other commitments,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2020,188
Student_658,JAMB,Yes,Bad,Lack of time due to chores/work,3,nan,nan,nan,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2022,234
Student_659,WAEC,No,Good,Long waiting time,4,Counseling,Positive,Procrastination,I review my notes daily,Physics,Science,['English' 'Chemistry' 'Biology' 'Physics'],100-300,2023,173
Student_660,JAMB and WAEC,No,nan,nan,4,Mock exams,Positive,Poor Time management,I review my notes daily,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],"1,000 Upwards ",2022,249
Student_661,WAEC,No,Average,Anxiety,4,nan,nan,Procrastination,I review my notes daily,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Biology'],0-100,2020,184
Student_662,WAEC,No,Good,Anxiety,3,nan,Negative,Poor Time management,I followed a routine,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],100-300,2023,220
Student_663,JAMB,Yes,Good,Time management,1,Mock exams,nan,Procrastination,I had many mock exams,Literature in English,Art,['English' 'History' 'Government' 'Literature in English'],0-100,2022,210
Student_664,JAMB and WAEC,No,Bad,Other commitments, ,nan,nan,nan,I put away other commitments,Biology,Science,['English' 'Physics' 'Biology' 'Maths'],0-100,2023,187
Student_665,JAMB and WAEC,Yes,Average,Technical issues,4,Strict supervision,Negative,Procrastination,I review my notes daily,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],"500-1,000",2020,282
Student_666,JAMB,Yes,Bad,Subject difficulty,5,Moral Support,Negative,Procrastination,I attend extra classes,Physics,Science,['English' 'Chemistry' 'Biology' 'Physics'],300-500,2021,210
Student_667,JAMB and WAEC,Yes,Average,nan,3,Accountability partners,nan,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],"1,000 Upwards ",2021,245
Student_668,WAEC,Yes,Good,Technical issues,4,nan,Negative,Poor Time management,I had many mock exams,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],100-300,2024,219
Student_669,JAMB,Yes,Average,Fear,3,Moral Support,Negative,Inadequate preparation,I review my notes daily,CRS,Art,['English' 'Government' 'CRS' 'History'],300-500,2024,241
Student_670,JAMB,Yes,Good,Fear,5,Accountability partners,nan,External issues,I had many mock exams,Government,Art,['English' 'Literature in English' 'CRS' 'Government'],300-500,2021,241
Student_671,JAMB,Yes,Average,Long waiting time,3,Accountability partners,nan,Poor Time management,I review my notes daily,Physics,Science,['English' 'Biology' 'Chemistry' 'Physics'],100-300,2022,192
Student_672,WAEC,No,Bad,Time management,5,Extra lesson,nan,External issues,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2021,265
Student_673,JAMB and WAEC,Yes,Average,Fear,4,Mock exams,nan,Procrastination,I review my notes daily,Maths,Science,['English' 'Biology' 'Maths' 'Chemistry'],300-500,2022,255
Student_674,JAMB,Yes,Good,Long waiting time,3,Strict supervision,Positive,Lack of planning,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2022,214
Student_675,JAMB,Yes,Average,Lack of Finance,4,Extra lesson,Positive & Negative,Procrastination,Used additional resources,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2024,170
Student_676,WAEC,Yes,Bad,Anxiety,2,Strict supervision,Negative,nan,I review my notes daily,Biology,Science,['English' 'Maths' 'Physics' 'Biology'],0-100,2020,188
Student_677,JAMB and WAEC,Yes,Average,Time management,4,Mock exams,Positive,Inadequate preparation,I review my notes daily,Government,Art,['English' 'CRS' 'Government' 'Literature in English'],0-100,2023,190
Student_678,JAMB,Yes,Good,Time management,4,Accountability partners,Positive & Negative,Poor Time management,I practice with past questions,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2021,211
Student_679,JAMB and WAEC,No,Bad,Time management,5,nan,nan,Procrastination,I followed a routine,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],0-100,2024,172
Student_680,JAMB and WAEC,Yes,Good,Time management,5,Accountability partners,nan,Lack of planning,I study with a partner,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2024,176
Student_681,JAMB and WAEC,No,Good,Fear,5,Accountability partners,nan,External issues,I study with a partner,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2023,204
Student_682,JAMB,Yes,Good,Long waiting time,3,Counseling,nan,Lack of planning,I review my notes daily,History,Art,['English' 'Literature in English' 'Government' 'History'],100-300,2020,204
Student_683,WAEC,Yes,Bad,No guardian/supervisor,4,Mock exams,nan,Inadequate preparation,Used additional resources,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"1,000 Upwards ",2020,284
Student_684,JAMB and WAEC,Yes,Average,Anxiety,4,nan,nan,nan,I focus on weak areas,Maths,Science,['English' 'Biology' 'Chemistry' 'Maths'],100-300,2021,201
Student_685,JAMB,No,Good,Anxiety,5,Mock exams,nan,Inadequate preparation,I followed a routine,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2021,176
Student_686,JAMB and WAEC,Yes,Average,nan,2,Extra lesson,Positive,nan,I review my notes daily,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],0-100,2022,243
Student_687,WAEC,Yes,Good,Subject difficulty,5,nan,Positive,External issues,I followed a routine,CRS,Art,['English' 'CRS' 'History' 'Literature in English'],0-100,2021,175
Student_688,JAMB and WAEC,No,Bad,Time management,5,nan,nan,Lack of planning,I attend extra classes,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Physics'],100-300,2020,250
Student_689,JAMB and WAEC,Yes,Bad,Subject difficulty,4,nan,Negative,Procrastination,I followed a routine,Maths,Science,['English' 'Physics' 'Biology' 'Maths'],"500-1,000",2020,269
Student_690,JAMB,Yes,Good,Fear,4,Moral Support,Positive,Poor Time management,I had many mock exams,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2023,250
Student_691,JAMB,Yes,Good,Lack of Finance, ,Accountability partners,Positive,Procrastination,I review my notes daily,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2023,223
Student_692,WAEC,Yes,Average,Anxiety,1,Counseling,nan,Procrastination,Used additional resources,Maths,Science,['English' 'Physics' 'Maths' 'Biology'],300-500,2024,245
Student_693,JAMB and WAEC,Yes,Average,Fear,2,nan,Positive,Inadequate preparation,I study with a partner,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2024,240
Student_694,WAEC,No,Bad,Lack of time due to chores/work,4,nan,Positive,External issues,I attend extra classes,Chemistry,Science,['English' 'Chemistry' 'Maths' 'Physics'],"500-1,000",2021,278
Student_695,WAEC,No,Bad,Long waiting time,5,nan,nan,Lack of planning,I followed a routine,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],300-500,2020,215
Student_696,WAEC,No,Good,Time management,2,nan,nan,Lack of planning,I attend extra classes,Biology,Science,['English' 'Physics' 'Maths' 'Biology'],"500-1,000",2024,214
Student_697,JAMB and WAEC,No,Average,Subject difficulty,3,Counseling,Negative,Procrastination,I study with a partner,Literature in English,Art,['English' 'CRS' 'History' 'Literature in English'],0-100,2023,226
Student_698,WAEC,No,Average,Fear, ,nan,Negative,Inadequate preparation,I focus on weak areas,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],0-100,2023,239
Student_699,JAMB,No,Average,Fear,3,Moral Support,nan,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Physics' 'Biology' 'Chemistry'],0-100,2024,192
Student_700,WAEC,Yes,Bad,Long waiting time,2,Counseling,nan,nan,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2021,162
Student_701,WAEC,Yes,Good,Fear,4,Moral Support,nan,External issues,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2024,164
Student_702,WAEC,Yes,Good,nan,3,Counseling,Positive & Negative,Lack of planning,I had many mock exams,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2022,169
Student_703,JAMB,No,nan,Lack of Finance,1,Extra lesson,nan,External issues,I study with a partner,Literature in English,Art,['English' 'Literature in English' 'CRS' 'Government'],0-100,2024,223
Student_704,WAEC,Yes,Good,Fear,4,Counseling,nan,nan,I focus on weak areas,Government,Art,['English' 'Government' 'History' 'Literature in English'],"1,000 Upwards ",2020,271
Student_705,JAMB,Yes,Bad,Time management,2,Counseling,Positive & Negative,Procrastination,I attend extra classes,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Biology'],0-100,2023,191
Student_706,JAMB,Yes,Bad,Long waiting time,5,Counseling,nan,Procrastination,I had many mock exams,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2023,206
Student_707,JAMB,No,Good,Anxiety,3,nan,nan,Lack of planning,I review my notes daily,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],"1,000 Upwards ",2023,312
Student_708,JAMB,Yes,Good,Lack of time due to chores/work,3,Mock exams,nan,Procrastination,I attend extra classes,Maths,Science,['English' 'Chemistry' 'Physics' 'Maths'],300-500,2022,269
Student_709,JAMB,Yes,Bad,Fear,1,nan,nan,Poor Time management,I put away other commitments,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],0-100,2024,156
Student_710,JAMB,Yes,Average,nan,5,nan,Positive & Negative,Inadequate preparation,I put away other commitments,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2024,239
Student_711,WAEC,No,Average,Long waiting time,3,Strict supervision,nan,Inadequate preparation,I study with a partner,Maths,Science,['English' 'Biology' 'Maths' 'Physics'],100-300,2024,210
Student_712,JAMB and WAEC,Yes,Average,Fear,5,Extra lesson,nan,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2021,291
Student_713,JAMB and WAEC,Yes,Bad,Fear,2,Mock exams,nan,Procrastination,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2021,233
Student_714,WAEC,No,Bad,Subject difficulty,5,Strict supervision,nan,Inadequate preparation,I followed a routine,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2020,193
Student_715,WAEC,Yes,Average,Long waiting time,3,Strict supervision,Positive,nan,I focus on weak areas,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2023,236
Student_716,WAEC,No,nan,Time management,5,nan,Positive,nan,I put away other commitments,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2022,280
Student_717,JAMB,Yes,nan,Long waiting time,3,Mock exams,nan,Inadequate preparation,I practice with past questions,Maths,Science,['English' 'Biology' 'Maths' 'Chemistry'],300-500,2020,258
Student_718,JAMB,No,Average,Fear,4,Strict supervision,Negative,Procrastination,I attend extra classes,Literature in English,Art,['English' 'Literature in English' 'History' 'Government'],0-100,2023,193
Student_719,JAMB,Yes,Average,nan,3,nan,Positive,nan,I put away other commitments,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2023,194
Student_720,WAEC,Yes,nan,Fear,5,nan,Negative,Inadequate preparation,I had many mock exams,History,Art,['English' 'Literature in English' 'History' 'CRS'],"1,000 Upwards ",2021,269
Student_721,JAMB,Yes,Bad,Anxiety,4,Extra lesson,nan,Procrastination,I study with a partner,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2021,184
Student_722,JAMB,Yes,Good,Anxiety,5,nan,nan,Inadequate preparation,I review my notes daily,Biology,Science,['English' 'Maths' 'Biology' 'Physics'],0-100,2023,182
Student_723,WAEC,Yes,nan,Fear,5,nan,nan,Lack of planning,I review my notes daily,Physics,Science,['English' 'Chemistry' 'Maths' 'Physics'],0-100,2020,218
Student_724,WAEC,Yes,Good,No guardian/supervisor,4,nan,Positive,Lack of planning,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2020,246
Student_725,JAMB and WAEC,Yes,Bad,Technical issues, ,Counseling,Positive,Inadequate preparation,I followed a routine,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2022,279
Student_726,JAMB,Yes,Bad,Anxiety,5,Accountability partners,nan,Procrastination,I review my notes daily,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2023,221
Student_727,JAMB and WAEC,Yes,Average,Fear, ,Accountability partners,nan,Poor Time management,I focus on weak areas,Government,Art,['English' 'CRS' 'Government' 'History'],100-300,2022,212
Student_728,JAMB and WAEC,Yes,Average,Time management,1,Extra lesson,nan,Inadequate preparation,Used additional resources,Biology,Science,['English' 'Physics' 'Maths' 'Biology'],300-500,2022,255
Student_729,JAMB and WAEC,No,Bad,Fear,3,Accountability partners,nan,Procrastination,I focus on weak areas,Physics,Science,['English' 'Maths' 'Chemistry' 'Physics'],"1,000 Upwards ",2021,288
Student_730,WAEC,Yes,Average,Long waiting time, ,nan,nan,Inadequate preparation,I had many mock exams,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2024,249
Student_731,JAMB,Yes,Bad,Anxiety,5,Extra lesson,Negative,nan,I study with a partner,Government,Art,['English' 'Literature in English' 'History' 'Government'],100-300,2024,215
Student_732,JAMB and WAEC,Yes,Good,nan,5,Mock exams,nan,Inadequate preparation,I attend extra classes,Literature in English,Art,['English' 'CRS' 'Literature in English' 'History'],0-100,2024,185
Student_733,JAMB and WAEC,No,Good,Technical issues,5,nan,nan,Inadequate preparation,I attend extra classes,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2021,254
Student_734,JAMB,No,Good,Fear,3,Extra lesson,Negative,Procrastination,I attend extra classes,Maths,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2021,217
Student_735,JAMB,Yes,Good,Fear,3,nan,nan,Procrastination,I followed a routine,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,228
Student_736,JAMB and WAEC,Yes,Good,Other commitments,3,Moral Support,nan,Poor Time management,I practice with past questions,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2024,204
Student_737,JAMB,No,Good,Time management,3,Accountability partners,Negative,Lack of planning,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2022,264
Student_738,WAEC,Yes,Good,Time management,2,Strict supervision,Positive,nan,I attend extra classes,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2024,185
Student_739,JAMB,Yes,nan,nan,4,Strict supervision,Negative,Poor Time management,I had many mock exams,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],300-500,2023,278
Student_740,JAMB and WAEC,Yes,Average,Fear,4,nan,nan,Poor Time management,I practice with past questions,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],100-300,2021,166
